"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A311","Bioinspired crystallization, sensitized luminescence and cytocompatibility of citrate-functionalized Ca-substituted europium phosphate monohydrate nanophosphors","Biocompatible nanosystems exhibiting long-lifetime (~millisecond) luminescence features are particularly relevant in the field of bioimaging. In this study, citrate-functionalized calcium-doped europium phosphates nanophosphors of the rhabdophane type were prepared at different synthesis times by a bioinspired crystallization route, consisting in thermal decomplexing of Ca2+/Eu3+ /citrate/phosphate/carbonate solutions. The general formula of this material is CaaEu1-a(PO4)1-a(HPO4)a·nH2O, with a ranging from 0 to 0.58 and n<U+202F>~<U+202F>1. A thorough characterization of the nanoparticles has been carried out by XRD (including data processing with Topas 6.0), HR-TEM, TEM, FTIR, TG/DTA, ICP, dynamic light scattering (DLS), electrophoretic mobility, and fluorescence spectroscopy. Based on these results a crystallization mechanism involving the filling of cationic sites with Ca2+ions associated to a concomitant adjustment of the PO4/HPO4 ratio was proposed. Upon calcium doping, the aspect ratio of the nanoparticles as well as of the crystalline domains decreased and the relative luminescence intensity (R.L.I.) could be modulated. Neither the pH nor the ionic strength, nor the temperature (from 25 to 37<U+202F>°C) affected significantly the R.L.I. of particles after resuspension in water, leading to rather steady luminescence features usable in a large domain of conditions. This new class of luminescent compounds has been proved to be fully cytocompatible relative to GTL-16 human carcinoma cells and showed an improved cytocompatibility as the Ca2+ content increased when contacted with the more sensitive m17. ASC murine mesenchymal stem cells. These biocompatible nanoparticles thus appear as promising new tailorable tools for biomedical applications as luminescent nanoprobes.","Ca-doped europium phosphates,Nanophosphors,Luminescence,Cytocompatibility","JaimeGómez-Moralesa,CristóbalVerdugo-Escamillaa,RaquelFernández-Penasa,CarmenMaria Parra-Millaa,ChristopheDrouetbc,MicheleIafiscoc,FrancescaOltolinad,MariaPratd,Jorge FernandoFernández-Sáncheze","Journal of Colloid and Interface Science","https://doi.org/10.1016/j.jcis.2018.11.083","https://www.sciencedirect.com/science/article/pii/S0021979718314048"
"A312","Acylguanidine-BACE1 complex: Insights of intermolecular interactions and dynamics","Alzheimer disease (AD) is a harmful neurodegenerative disorder which arises mainly due to awful deposition of amyloid ß (Aß) peptide in the brain of AD patients. Aß aggregates from the amyloid precursor protein (APP) by the sequential action of ß-Secretase (Beta site APP Cleaving Enzyme, BACE1); hence, inhibition of BACE1 is the primary target for the treatment of AD. As per the experimental report, acylguanidine is a synthetic inhibitor of BACE1, it exhibits high binding affinity towards BACE1. In the present computational study, we aimed to understand the molecular binding mechanism of acylguanidine with BACE1 from the structure and conformation, intermolecular interactions, charge density and electrostatic properties, stability and binding free energy of acylguanidine molecule in the active site of BACE1. To investigate this, molecular docking, QM/MM based charge density analysis and MD simulation have been performed on acylguanidine with BACE1. Acylguanidine shows large binding affinity towards BACE1 and it gives strong hydrogen bonding and hydrophobic interactions with the active site amino acid residues of BACE1. In addition, QM/MM based charge density analysis of acylguanidine was carried out to understand its charge density distribution in the active site of BACE1. The conformational flexibility, charge density redistribution and the modification of electrostatic properties of acylguanidine in the active site have been compared to its corresponding gas phase structure. Further, the molecular dynamics simulation on acylguanidine-BACE1 was carried out, which gives the stability of acylguanidine in the active site of BACE1. The MM-GBSA free energy displays the binding affinity of the acylguanidine and further the decomposition energy reveals the validity of intermolecular interactions.","Acylguanidine-ß Secretase complex,Intermolecular interaction,QM/MM based Charge density,Molecular dynamics,Binding Free energy","KandasamySaravanan,PoomaniKumaradhas","Journal of Theoretical Biology","https://doi.org/10.1016/j.jtbi.2018.12.020","https://www.sciencedirect.com/science/article/pii/S0022519318306167"
"A313","Conformational and solution dynamics of hemoglobin (Hb) in presence of a cleavable gemini surfactant: Insights from spectroscopy, atomic force microscopy, molecular docking and density functional theory","Herein, we have explored the conformational alterations of hemoglobin (Hb) in presence of a cleavable gemini surfactant (C16-C4O2-C16). The concerned surfactant was found to induce significant structural perturbations in Hb. UV–vis spectroscopy, steady-state/time-resolved fluorescence, and other utilized techniques have authenticated the complexation of Hb with the gemini surfactant. CD has demonstrated the alterations in secondary structural elements (a-helicity, ß-sheet, ß-turn, and random coil) of Hb upon C16-C4O2-C16 addition. Atomic force microscopy (AFM) has revealed the existence of unique star-shaped gemini surfactant microstructures aligned to Hb in a necklace pattern. The 1H NMR peak broadening and lower delta values hint at the binding of the concerned gemini surfactant to Hb. Molecular docking and DFT calculations have further substantiated the Hb-gemini complex formation and the involvement of electrostatic/hydrophobic forces therein. In future, these results might pave-the-way to construct self-assembled, sustainable, and green surfactant-protein mixtures for their end-use in industrial, engineering, biomedical, drug delivery, gene transfection, and other relevant excipient formulations.","Green gemini surfactant,Hb,AFM,1H NMR,DFT,Docking","Imtiyaz AhmadBhata,BibhisanRoya,ParthaHazraa,Kabir-ud-Dinb","Journal of Colloid and Interface Science","https://doi.org/10.1016/j.jcis.2018.12.008","https://www.sciencedirect.com/science/article/pii/S0021979718314437"
"A314","Controlled coagulation and redispersion of thermoresponsive poly di(ethylene oxide) methyl ether methacrylate grafted cellulose nanocrystals","HypothesisCellulose nanocrystals (CNCs) undergo precipitation in the presence of high concentrations of cationic surfactants in aqueous solutions. To avoid such behavior and/or to promote redispersion of CNC/surfactant mixtures, the CNC surface was grafted with poly di(ethylene oxide) methyl ether methacrylate, P(MEO2MA).,ExperimentsCNC-g-P(MEO2MA) was characterized using the following techniques 13C solid-state nuclear magnetic resonance (13C SSNMR), Fourier-transform infrared spectroscopy – attenuated total reflection spectroscopy (FTIR-ATR) and thermal gravimetric analysis (TGA). Isothermal titration calorimetry (ITC), electrophoretic mobility, light scattering and high sensitivity differential scanning calorimetry (HSDSC) were used to study the interaction between CNC-g-P(MEO2MA) and ionic surfactants, dodecyltrimethylammonium bromide (C12TAB, cationic) and sodium dodecylsulfate (SDS, anionic) at temperatures below and above the LCST.,FindingsCNC-g-P(MEO2MA) underwent phase separation above its lower critical solution temperature (LCST<U+202F>~<U+202F>25<U+202F>°C) and precipitated from solution as seen by HSDSC and transmittance experiments. When C12TAB was added to CNC-g-P(MEO2MA) it induced the precipitation that prevented the redispersion due to strong electrostatic interactions with the negative charges on the CNC surface. With increasing concentrations of SDS, the polymer phase transition temperature was increased, which can be used to redisperse the CNC complexes. By removing SDS from the mixture via dialysis, the CNC-g-P(MEO2MA) underwent subsequent phase transition.","Cellulose nanocrystals,PEO-based polymer grafting,Anionic surfactant,Temperature-induced phase transition","CésarBrinattia,Seyedeh ParinazAkhlaghia,RafaelPires-Oliveiraa,Oigres DanielBernardinellia,Richard M.Berryb,Kam ChiuTamc,WatsonLoha","Journal of Colloid and Interface Science","https://doi.org/10.1016/j.jcis.2018.11.071","https://www.sciencedirect.com/science/article/pii/S0021979718313857"
"A315","The capability of commercial CFD code to predict organic peroxide fireball characteristics","Fireballs of liquid organic peroxides differ from those of liquid hydrocarbon fuels. Modified equations for predicting the fireball diameter, height, surface emissive power and the duration in dependence of the fuel mass are presented for di-tert-butyl peroxide. They base on 13 steel drum tests with fuel masses from 10<U+202F>kg to 168<U+202F>kg. Moreover, computational fluid dynamics simulations are performed using the laminar flamelet approach and a statistically turbulence treatment. Fireballs involving peroxide from 10 kg to 80 kg were simulated and their properties compared to the experimentally developed models. The deviations of each property are partially compensating each other leading to an adequate prediction of thermal safety distances for both, a time-independent and a time-averaged treatment. Simulations prove to be a good tool for predicting thermal radiation hazards of fireball scenarios.","Fireball,CFD simulation,Organic peroxide,Fire safety,DTBP","PaulBlankenhagela,Klaus-DieterWehrstedta,Kirti BhushanMishrab,JörgSteinbachc","Journal of Hazardous Materials","https://doi.org/10.1016/j.jhazmat.2018.11.011","https://www.sciencedirect.com/science/article/pii/S0304389418310306"
"A316","Synthesis, characterization and electrochemical monitoring of drug release properties of dual stimuli responsive mesoporous GdPO4:Eu3+ nanoparticles","The drug loading and release properties of Eu3+ doped GdPO4 nanoparticles (NPs) were studied using a simple electrochemical protocol in an in-vitro environment, taking acetaminophen as a model drug. The electrochemical monitoring of drug release was also validated with absorption spectroscopy technique. For this purpose, dual stimuli (pH and temperature) responsive monoclinic mesoporous GdPO4 nanoparticles of size ~22<U+202F>nm were synthesized by a simple hydrothermal method. Crystal structure, size, shape, morphology, porosity, optical property and magnetic properties of the obtained product were studied by different characterization techniques. Successful loading of drug in NPs was investigated by Fourier transform infrared spectroscopy (FT-IR). Photoluminescence (PL) measurement shows orange-red color emission corresponding to 5D0<U+2192>7F2 transitions of Eu3+ ions. The vibrating sample magnetometer (VSM) measurements showed negligible hysteresis in both samples, suggesting retention of the superparamagnetic behavior of GdPO4 NPs. The high loading capacity of 79% and encapsulation efficiency of 83% is observed when acetaminophen, an anti-fever drug, was loaded on these mesoporous GdPO4 NPs. The drug was attached on NPs surfaces via absorption, without any special surface modification. During drug release studies, a spontaneous and smooth release from these mesoporous NPs was observed at a moderate-high temperature (37<U+202F>°C) and low pH (pH 5) with no sign of burst release. These nanoparticles were capable of targeting and specific release of the loaded drug in response to pH and temperature and hence may serve as a potential drug carrier for in-vivo applications.","Mesoporous nanoparticles,Magnetic materials,Structural property,Optical property,Drug release,Electrochemical monitoring.","ManishaKumari,ShrabaniMondal1,Prashant K.Sharma","Journal of Alloys and Compounds","https://doi.org/10.1016/j.jallcom.2018.10.286","https://www.sciencedirect.com/science/article/pii/S0925838818339604"
"A317","Ensemble Kalman filter-based data assimilation for three-dimensional multi-phase-field model: Estimation of anisotropic grain boundary properties","Data assimilation (DA) has been used as a machine learning approach to estimate a system's state and the unknown parameters in its numerical model by integrating observed data into model predictions. In this paper, we propose using the DA methodology based on the ensemble Kalman filter (EnKF) to improve the accuracy of microstructure prediction using three-dimensional multi-phase-field (3D-MPF) model and estimate the model parameters simultaneously. To demonstrate the applicability of the DA methodology, we performed numerical experiments in which a priori assumed true parameters related to the grain boundary (GB) energy cusp and GB mobility peak of S7 coincidence site lattice GB were estimated from synthetic data of time-evolving polycrystalline microstructure. Four model parameters related to the S7 GB properties were successfully estimated by assimilating the synthetic microstructure data to the 3D-MPF model predictions using the EnKF-based DA method. Furthermore, we accurately reproduced the preliminarily assumed true shapes of GB energy cusp and GB mobility peak by using the estimated parameters. The results suggest that implementation of the EnKF-based DA method in the MPF model has great potential for identifying unknown material properties and estimating unmeasurable microstructure evolutions in polycrystalline materials based on real time-series 3D microstructure observation data.","Multi-phase-field model,Data assimilation,Ensemble Kalman filter,Grain boundary","AkinoriYamanakaa,YuriMaedab,KengoSasakibc","Materials & Design","https://doi.org/10.1016/j.matdes.2018.107577","https://www.sciencedirect.com/science/article/pii/S0264127518309419"
"A318","Model updating of periodic structures based on free wave characteristics","Many civil engineering structures have a repetitive or quasi-periodic geometry. Such structures have clustered modes with closely spaced natural frequencies corresponding to mode shapes with similar wavelengths. Such modes may be difficult to distinguish in modal tests and lead to difficulties when pairing calculated and experimentally determined modal characteristics in vibration-based model updating. For repetitive structures, the free wave characteristics, i.e. propagation constants and free waves, can be used alternatively to characterize their dynamic behaviour. The free wave characteristics can therefore be used instead of modal characteristics as data features in model updating of repetitive structures. This paper investigates the feasibility of model updating of repetitive structures based on free wave characteristics. First, the identification of the free wave characteristics from the measured vibration responses of a periodic structure is investigated. A stabilization diagram is constructed to pick up the stable free waves. Second, model updating of repetitive structures is performed through a match of the calculated and experimentally identified free wave characteristics. A least-squares cost function is formulated and minimized using a gradient-based optimization algorithm. This algorithm requires the sensitivity of the free wave characteristics to the model parameters that need to be updated. The analytical expressions for the free wave sensitivities are therefore derived. The proposed model updating procedure is demonstrated and validated by a numerical case study involving a repetitive frame structure and by an experiment on a four-storey steel frame structure. The results confirm the feasibility of model updating based on free wave characteristics for repetitive structures.","Free wave characteristics,Free wave identification,Model updating,Periodic structures","JieZhang,EdwinReynders,GuidoDe Roeck,GeertLombaert","Journal of Sound and Vibration","https://doi.org/10.1016/j.jsv.2018.10.054","https://www.sciencedirect.com/science/article/pii/S0022460X1830734X"
"A319","Alterations in white matter microstructure and regional volume are related to motor functions in boys with autism spectrum disorder","BackgroundAltered inter-regional structural connectivity related to higher cognitive functions has been commonly reported in individuals with autism spectrum disorder (ASD). However, whether these alterations similarly involve cortico-cerebellar motor circuitries remains largely elusive.,MethodsUsing a cross-modality approach accounting for in-scanner motion levels, we investigated white matter (WM) properties in motor circuits of 55 boys with ASD (aged 8–18<U+202F>years) and 68 age-matched typically developing boys. Regional WM volumes in the primary motor, supplementary motor, somatosensory, and cerebellar areas were investigated using voxel-based morphometry. Diffusion spectrum imaging tractography was used to estimate WM integrity of the corticospinal, cortico-ponto-cerebellar (including fronto-ponto-cerebellar and parieto-ponto-cerebellar), and dentato-rubro-thalamo-cortical tracts. The reaction time test in the Cambridge Neuropsychological Test Automated Battery was used to assess motor performances.,ResultsBoys with ASD had shorter movement time, increased WM volumes in the left somatosensory area, but decreased generalized fractional anisotropy value in the left parieto-ponto-cerebellar tract, compared to controls. A positive correlation between movement time and microstructural properties of the left parieto-ponto-cerebellar tract was found in boys with ASD.,ConclusionsAs the first study to demonstrate altered WM properties in the left somatosensory area, and its descending pathway connecting to the cerebellum in ASD, current results may highlight a potential new target of interventions for motor performance in ASD.","Autism spectrum disorder,Motor, white matter,Voxel-based morphometry,Diffusion spectrum imaging","Chia-WeiLina,Hsiang-YuanLinb,Yu-ChunLoc,Yu-JenChenc,Yung-ChinHsuc,Yi-LungChenbd,Wen-Yih IsaacTsengce,Susan Shur-FenGaubde","Progress in Neuro-Psychopharmacology and Biological Psychiatry","https://doi.org/10.1016/j.pnpbp.2018.11.008","https://www.sciencedirect.com/science/article/pii/S0278584618303798"
"A320","Effect of porous structure and spreading pressure on the storage stability of red onion microcapsules produced by spray freezing into liquid cryogenic and spray drying","Red onion microcapsules were produced by spray freezing into liquid cryogenic (SFLC) and spray drying (SD) and their anthocyanin contents were evaluated kinetically at different water activities (aw) at 35<U+202F>°C. The spreading pressure-area isotherms were determined at 35<U+202F>°C. These isotherms provide important information about the different phases of adsorbed water present in SD and SFLC capsules, which can be related to minimal integral entropy and to chemical stability during storage. The porosity of the microcapsules was examined using low-temperature adsorption of nitrogen. The maximum anthocyanin stability occurred at aw from 0.108 to 0.318, and 0.108 to 0.515, for SD and SFLC, respectively. SD products were nonporous whereas SFLC were mesoporous. The tendency to contraction of the adsorbed water film was compared with the minimum integral entropy and was proposed as a new stability criterion to predict suitable storage conditions of dehydrated foods.","Minimum integral entropy,Monolayer,Spreading pressure,Spray freezing into liquid nitrogen","L.A.Pascual-Pinedaa,M.P.Rascónb,M.X.Quintanilla-Carvajalc,M.Castillo-Moralesb,U.R.Marínb,E.Flores-Andradeb","Journal of Food Engineering","https://doi.org/10.1016/j.jfoodeng.2018.10.018","https://www.sciencedirect.com/science/article/pii/S0260877418304539"
"A321","The Utilization of Video Technology in Surgical Education: A Systematic Review","BackgroundThe use of surgical video has great potential to enhance surgical education, but there exists limited information about how to effectively use surgical videos. We performed a systematic review of video technology in surgical training and provided evidence-based recommendations for its effective use.,Materials and methodsA systematic review of literature on surgical video in residency education was conducted. All articles meeting inclusion criteria were evaluated for technical characteristics pertaining to video usage. Included studies were critically appraised using a quality-scoring system. Recommendations were provided for the effective implementation of video in surgical education based on associations with improved training outcomes.,ResultsTwenty articles met inclusion criteria. In these studies, the source of video acquisition was primarily laparoscopy (40.0% of papers), and the main perspective of video was endoscopy (45.0%). Features of videos included supplementation with other educational tools (55.0%), schematic diagrams or images (50.0%), audio (40.0%), and narration (25.0%). Videos were primarily viewed preoperatively (60.0%) or postoperatively (50.0%). The intended viewer for videos was usually residents (70.0%) but also included attendings/faculty (30.0%). When compared with a nonvideo training group, video training was associated with improved resident knowledge (100%), improved operative performance (81.3%), and greater participant satisfaction (100%).,ConclusionsBased on this review, we recommend that surgical training programs incorporate schematics and imaging into video, supplement video with other education tools, and utilize audio in video. For video review, we recommend that residents review video preoperatively and postoperatively for learning and that attendings review video postoperatively for assessment.","Surgery,Video,Residency,Education,Systematic review","Jason L.GreenBSa,VisakhaSureshBSEa,PeterBittarBS, BAa,LeilaLedbetterMLIS, BSb,Suhail K.MithaniMDcd,AlexanderAlloriMD, MPHe","Journal of Surgical Research","https://doi.org/10.1016/j.jss.2018.09.015","https://www.sciencedirect.com/science/article/pii/S0022480418306401"
"A322","Technology advances in sugarcane propagation: A patent citation study","Sugarcane propagation technologies have, in recent years, been the focus of interest of large corporations involved in the sugar and ethanol business. The objective of this study is to present the methodology used to identify the technology domain found in different sugarcane propagation technologies. The methodology was based on the bibliometric analysis of patents, including a meticulous selection of the most representative technologies used by the sugarcane market and the application of patent citation. The results report the process developed to identify a novel technology domain of high complexity involving different fields of science resulting in a set of sugar cane propagation technologies and show that the main technology advances have happened in the last decade (2005–2015), especially in seedling containers and the use of chemical compounds for seedling treatment. Further studies are recommended to help understand how these new technologies will impact the sugarcane production-chain in Brazil.","Sugarcane,Seedlings,Patent citations,Technology domain","CeciliaHasnera,Araken Alves deLimab,EduardoWinterc","World Patent Information","https://doi.org/10.1016/j.wpi.2018.09.001","https://www.sciencedirect.com/science/article/pii/S0172219017300571"
"A323","Variable augmented neural network for decolorization and multi-exposure fusion","This paper shows how to convert a color image to grayscale using convolutional neural network (CNN), that preserves visual contrast via gradient domain modeling. We propose to explore the auxiliary variable principle to make the input and output variable dimensions to be the same, and use L1-norm error of the image gradients as the loss function criterion. The similarity measure calculates the summation of the gradient correlation between each channel of the color image and the transformed grayscale image. The final gray mapping result is then obtained by reconstruction from a globally initial grayscale image and locally derived gradient images. A weighted objective is proposed to balance the robustness and visual appearance of color images. Furthermore, by revealing the relation between color-to-gray and multi-exposure fusion, the network is applied to multi-exposure fusion. Both quantitative and qualitative evaluations on decolorization and multi-exposure fusion consistently demonstrate the potential of the proposed method against existing state-of-the-art algorithms.","Color-to-gray conversion,Multi-exposure fusion,Convolutional neural network,Auxiliary variables,L1-norm,Gradient domain","QiegenLiuab,HenryLeungb","Information Fusion","https://doi.org/10.1016/j.inffus.2018.05.007","https://www.sciencedirect.com/science/article/pii/S1566253517305298"
"A324","Rapid tracking of extrinsic projector parameters in fringe projection using machine learning","In this work, we propose to enable the angular re-orientation of a projector within a fringe projection system in real-time without the need for re-calibrating the system. The estimation of the extrinsic orientation parameters of the projector is performed using a convolutional neural network and images acquired from the camera in the setup. The convolutional neural network was trained to classify the azimuth and elevation angles of the projector approximated by a point source through shadow images of the measured object. The images used to train the neural network were generated through the use of CAD rendering, by simulating the illumination of the object model from different directions and then rendering an image of its shadow. The accuracy to which the azimuth and elevation angles are estimated is within 1 classification bin, where 1 bin is designated as a ±10° patch of the illumination dome. To evaluate use of the proposed system in fringe projection, a pyramidal additively manufactured object was measured. The point clouds generated using the proposed method were compared to those obtained by an established fringe projection calibration method. The maximum dimensional error in the point cloud generated when using the convolutional network as compared to the established calibration method for the object measured was found to be 1.05<U+202F>mm on average.","","PetrosStavroulakisa,ShuxiaoChena,ClementDelormeb,PatrickBointona,GeorgiosTzimiropoulosc,RichardLeacha","Optics and Lasers in Engineering","https://doi.org/10.1016/j.optlaseng.2018.08.018","https://www.sciencedirect.com/science/article/pii/S0143816618304809"
"A325","Evolving rule-based classifiers with genetic programming on GPUs for drifting data streams","Designing efficient algorithms for mining massive high-speed data streams has become one of the contemporary challenges for the machine learning community. Such models must display highest possible accuracy and ability to swiftly adapt to any kind of changes, while at the same time being characterized by low time and memory complexities. However, little attention has been paid to designing learning systems that will allow us to gain a better understanding of incoming data. There are few proposals on how to design interpretable classifiers for drifting data streams, yet most of them are characterized by a significant trade-off between accuracy and interpretability. In this paper, we show that it is possible to have all of these desirable properties in one model. We introduce ERulesD2S: evolving rule-based classifier for drifting data Streams. By using grammar-guided genetic programming, we are able to obtain accurate sets of rules per class that are able to adapt to changes in the stream without a need for an explicit drift detector. Additionally, we augment our learning model with new proposals for rule propagation and data stream sampling, in order to maintain a balance between learning and forgetting of concepts. To improve efficiency of mining massive and non-stationary data, we implement ERulesD2S parallelized on GPUs. A thorough experimental study on 30 datasets proves that ERulesD2S is able to efficiently adapt to any type of concept drift and outperform state-of-the-art rule-based classifiers, while using small number of rules. At the same time ERulesD2S is highly competitive to other single and ensemble learners in terms of accuracy and computational complexity, while offering fully interpretable classification rules. Additionally, we show that ERulesD2S can scale-up efficiently to high-dimensional data streams, while offering very fast update and classification times. Finally, we present the learning capabilities of ERulesD2S for sparsely labeled data streams.","Machine learning,Data streams,Concept drift,Genetic programming,Rule-based classification,GPU,High-performance data mining","AlbertoCano,BartoszKrawczyk","Pattern Recognition","https://doi.org/10.1016/j.patcog.2018.10.024","https://www.sciencedirect.com/science/article/pii/S0031320318303765"
"A326","Associative knowledge feature vector inferred on external knowledge base for dialog state tracking","The dialog state tracker is one of the most important modules on task-oriented dialog systems, its accuracy strongly affects the quality of the system response. The architecture of the tracker has been changed from pipeline processing to an end-to-end approach that directly estimates a user’s intention from each current utterance and a dialog history because of the growth in the use of the neural-network-based classifier. However, tracking appropriate slot-value pairs of dialog states that are not explicitly mentioned in user utterances is still a difficult problem. In this research, we propose creating feature vectors by using inference results on an external knowledge base. This inference process predicts associative entities in the knowledge base, which contribute to the dialog state tracker for unseen entities of utterances. We extracted a part of a graph structure from an external knowledge base (Wikidata). Label propagation was used for inferring associative nodes (entities) on the graph structure to produce feature vectors. We used the vectors for the input of a fully connected neural network (FCNN) based tracker. We also introduce a convolutional neural network (CNN) tracker as a state-of-the-art tracker and ensemble models of FCNN and CNN trackers. We used a common test bed, Dialog State Tracking Challenge 4 for experiments. We confirmed the effectiveness of the associative knowledge feature vector, and one ensemble model outperformed other models.","Dialog state tracking,Knowledge base,Knowledge graph,Associative knowledge inference","YukitoshiMurasea,YoshinoKoichiroabc,SatoshiNakamuraa","Computer Speech & Language","https://doi.org/10.1016/j.csl.2018.08.003","https://www.sciencedirect.com/science/article/pii/S0885230818300986"
"A327","Gaussian process approach for metric learning","Learning appropriate distance metric from data can significantly improve the performance of machine learning tasks under investigation. In terms of the distance metric representation forms in the models, distance metric learning (DML) approaches can be generally divided into two categories: parametric and non-parametric. The first category needs to make parametric assumption on the distance metric and learns the parameters, easily leading to overfitting and limiting model flexibility. The second category abandons the above assumption and instead, directly learns a non-parametric distance metric whose complexity can be adjusted according to the number of available training data, and makes the model representation relatively flexible. In this paper we follow the idea of the latter category and develop a non-parametric DML approach. The main challenge of our work concerns the formulation and learning of non-parametric distance metric. To meet this, we use Gaussian Process (GP) to extend the bilinear similarity into a non-parametric metric (here we abuse the concept of metric) and then learn this metric for specific task. As a result, our approach learns not only nonlinear metric that inherits the flexibility of GP but also representative features for the follow-up tasks. Compared with the existing GP-based feature learning approaches, our approach can provide accurate similarity prediction in the new feature space. To the best of our knowledge, this is the first work that directly uses GP as non-parametric metric. In the experiments, we compare our approach with related GP-based feature learning approaches and DML approaches respectively. The results demonstrate the superior performance of our approach.","Metric learning,Gaussian process,Bilinear similarity,Non-parametric metric","PingLi,SongcanChen","Pattern Recognition","https://doi.org/10.1016/j.patcog.2018.10.010","https://www.sciencedirect.com/science/article/pii/S0031320318303571"
"A328","Identifying spatial interaction patterns of vehicle movements on urban road networks by topic modelling","The development of mobile positioning technologies makes massive individual trajectory data easily accessible, which facilitates the revisit of spatial interaction issue in recent years. Researchers have proposed many methods to investigate the spatial interactions derived from human movements, such as the gravity model and radiation model. However, these studies have mainly focused on the interactions among areal units at an aggregated level, neglecting that in most cases, human movements are carried by vehicles and constrained by the underlying road network, which causes the interactions among roads. To fill this gap, we propose a novel approach to identify spatial interaction patterns of vehicle movements on urban road network. As the topic model originating from the domain of natural language processing has powerful advantages in extracting semantic relations of words from corpus, we utilize it to extract interaction relations of urban roads from massive vehicle trajectories. First, \"strokes\" (i.e., natural streets) are chosen as geographical units to represent the vehicle moving paths. Then, an analogy between geographical elements (i.e., stroke, moving path) and textual elements (i.e., word, document) is established, and a topic model is applied to the moving paths to identify the spatial interaction patterns on road network. From a mass of trajectory data collected by GNSS-equipped taxis in Beijing, the \"topic patterns\", which can be viewed as clusters of spatially interacted strokes, are identified, visualized and verified. It is argued that our proposed approach is effective in identifying spatial interaction patterns, which provides a new perspective for spatial interaction modelling and enriches the current spatial interaction studies.","Spatial interaction,Vehicle movement,Stroke,Road network,Topic model","KangLiuab,SongGaoc,FengLubdef","Computers, Environment and Urban Systems","https://doi.org/10.1016/j.compenvurbsys.2018.12.001","https://www.sciencedirect.com/science/article/pii/S0198971518302898"
"A329","Status and future perspectives of reliability assessment for electric vehicles","Using clean energy sources has contributed to various industries, especially the automotive industry. In this regard, large companies have taken a significant step in the field of renewable energy by introducing Electric Vehicles (EVs). One of the main challenges in the EVs area is evaluating the reliability and safety of these vehicles. Thus, the concept of the reliability and safety of EV's components is considered a significant issue. In general, reliability and safety assessment of important electrical components of EVs, i.e. i) the battery pack, ii) power electronic converters, and iii) the electric motor, plays a significant role in the lifetime performance of EVs’ electrical system. This paper presents a comprehensive review of the reliability of EVs’ components from different points of view. Also, the challenges and future perspective of EVs relating to the reliability and safety, which need to be considered have been investigated.","Reliability assessment,Safety,Electric vehicles,Failure analysis,Electrical components","Foad H.Gandomanab,AbdollahAhmadic,Peter Van denBosscheab,JoeriVan Mierloab,NoshinOmarab,Ali EsmaeelNezhadd,HaniMavalizadehe,ClémentMayetab","Reliability Engineering & System Safety","https://doi.org/10.1016/j.ress.2018.11.013","https://www.sciencedirect.com/science/article/pii/S0951832018306215"
"A330","Dynamic modelling and non-linear control of TLP supported offshore wind turbine under environmental loads","Offshore wind turbines (OWT) can be promising renewable energy devices. The motions of the turbine may be considerably high in severe sea-states and therefore they need to be operational after transition of such states. This work proposes a novel controller technique and its application in tension leg platform(TLP) supported OWT to harvest optimized power. It is achieved using the nonlinear quadratic regulator based algorithm wherein the state dependent structural system matrices are modified appropriately to account for the fluctuating dynamics. Three wind speeds (15<U+202F>m/s, 21<U+202F>m/s and 25<U+202F>m/s) along with turbulence intensity of 0.1 are selected which are above the rated wind speed as the controller mechanism is effective for those regions. Since the wind and wave loads are taken as random, Monte Carlo method is used for the analysis to rule out epistemic uncertainty by ensemble statistics. The results show that the proposed nonlinear quadratic regulator is able to control the power, generator torque and rotor speed effectively without additional increase in platform motions vis-á-vis existing conventional Baseline controller. It is also observed that there are lesser fluctuations using the proposed controller compared to existing controller. The ensemble statistics –maxima and mean— are close to the reference value when wind speeds are close to rated-wind speed; whereas the platform motions and tower base forces is less using the proposed NQR controller or at least similar to the Baseline controller. The ensemble standard deviation are far less which shows the output power is controlled effectively.","Nonlinear control and dynamics,Wind and wave loads,Quadratic regulator,Response statistics,Offshore wind turbines,Tension leg platform","R.Manikandan,NilanjanSaha","Marine Structures","https://doi.org/10.1016/j.marstruc.2018.10.014","https://www.sciencedirect.com/science/article/pii/S0951833918301011"
