"Title","Abstract","Keywords","Authors","Journal","DOI","URL"
"A346","Skin toxicity of surfactants: Structure/toxicity relationships","The skin toxicity of four ionic surfactants and fourteen non-ionic surfactants was investigated so as to disclose structure/toxicity relationships. The skin toxicity was assessed by means of four in vitro assays, MTT and LDH test of cell viability, and detection of the inflammation markers IL-1a and IL-8. Several descriptors of the physicochemical properties of the surfactants were measured in order to find out those molecular descriptors that correlate with the toxicity measured on skin. Principal component analysis and analysis of the matrix of Pearson's correlation coefficients were used for the search of the molecular descriptors having the highest relevance. There was a definite difference between ionic and non-ionic surfactants. Ionic surfactants are the most toxic if they are soluble in water. Crystalline ionic surfactants of low solubility show low toxicity. The sign of the charge, anionic or cationic, does not matter. The value of the CMC that has been put forward as a highly relevant parameter does not account for the full skin toxicities observed; the CMC of non-ionic surfactants is not a parameter of relevance. For non-ionic surfactants, the nature of the chemical bond linking the polar head group and the alkyl chain has a significant impact on skin toxicity; PEG ethers appear more toxic than PEG esters. The results revealed the mildness of polyoxyethylene sorbitan esters whatever be their alkyl chain length. On the other hand, for sucrose ester surfactants, C12 alkyl length resulted in the greatest skin toxicity. Since the molecular parameters of ionic, non-ionic, water-soluble and crystalline surfactants are different, a universal parameter was introduced, the order parameter describing the orientation ordering of surfactant molecules at interfaces. The highly ordered organization of crystalline surfactants associated with their low solubility in water makes them very low-irritant surfactants.","CMCcritical micellar concentration,CTACcetyl trimethyl ammonium chloride,DCdistearyldimonium chloride,EOethylene oxide,HLBhydrophile lipophile balance,ILinterleukin,LDHlactate dehydrogenase,MTT3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide tetrazolium dye,O/Woil in water,PCAprincipal component analysis,PEGpoly(ethylene glycol),PEOpoly(ethylene oxide),RHEreconstructed human epidermis,SCstratum corneum,SLSsodium lauryl sulfate,SSLsodium stearoyl lactylate,TEWLtransepidermal water loss,Keywords,Surfactants,Skin toxicity,CMC,Order parameter,Principal component analysis","EmmanuelleLémeryabcd,StéphanieBriançonabc,YvesChevalierab,ClaireBordesae,ThierryOddosd,AnnieGohierd,Marie-AlexandrineBolzingerabc","Colloids and Surfaces A: Physicochemical and Engineering Aspects","https://doi.org/10.1016/j.colsurfa.2015.01.019","https://www.sciencedirect.com/science/article/pii/S0927775715000382"
"A347","Application of text mining in the biomedical domain","In recent years the amount of experimental data that is produced in biomedical research and the number of papers that are being published in this field have grown rapidly. In order to keep up to date with developments in their field of interest and to interpret the outcome of experiments in light of all available literature, researchers turn more and more to the use of automated literature mining. As a consequence, text mining tools have evolved considerably in number and quality and nowadays can be used to address a variety of research questions ranging from de novo drug target discovery to enhanced biological interpretation of the results from high throughput experiments. In this paper we introduce the most important techniques that are used for a text mining and give an overview of the text mining tools that are currently being used and the type of problems they are typically applied for.","Text mining,Ontology,Natural language processing,Drug discovery,Biomedical research,Automatic information extraction","Wilco W.M.Fleurenab,WynandAlkemaac","Methods","https://doi.org/10.1016/j.ymeth.2015.01.015","https://www.sciencedirect.com/science/article/pii/S1046202315000274"
"A348","APhA2015 abstracts of contributed papers","","","","Journal of the American Pharmacists Association","https://doi.org/10.1331/JAPhA.2015.15515","https://www.sciencedirect.com/science/article/pii/S1544319115300480"
"A349","How to learn about gene function: text-mining or ontologies?","As the amount of genome information increases rapidly, there is a correspondingly greater need for methods that provide accurate and automated annotation of gene function. For example, many high-throughput technologies – e.g., next-generation sequencing – are being used today to generate lists of genes associated with specific conditions. However, their functional interpretation remains a challenge and many tools exist trying to characterize the function of gene-lists. Such systems rely typically in enrichment analysis and aim to give a quick insight into the underlying biology by presenting it in a form of a summary-report. While the load of annotation may be alleviated by such computational approaches, the main challenge in modern annotation remains to develop a systems form of analysis in which a pipeline can effectively analyze gene-lists quickly and identify aggregated annotations through computerized resources. In this article we survey some of the many such tools and methods that have been developed to automatically interpret the biological functions underlying gene-lists. We overview current functional annotation aspects from the perspective of their epistemology (i.e., the underlying theories used to organize information about gene function into a body of verified and documented knowledge) and find that most of the currently used functional annotation methods fall broadly into one of two categories: they are based either on ‘known’ formally-structured ontology annotations created by ‘experts’ (e.g., the GO terms used to describe the function of Entrez Gene entries), or – perhaps more adventurously – on annotations inferred from literature (e.g., many text-mining methods use computer-aided reasoning to acquire knowledge represented in natural languages). Overall however, deriving detailed and accurate insight from such gene lists remains a challenging task, and improved methods are called for. In particular, future methods need to (1) provide more holistic insight into the underlying molecular systems; (2) provide better follow-up experimental testing and treatment options, and (3) better manage gene lists derived from organisms that are not well-studied. We discuss some promising approaches that may help achieve these advances, especially the use of extended dictionaries of biomedical concepts and molecular mechanisms, as well as greater use of annotation benchmarks.","Functional annotation,Text mining,Keyword enhancement,GO term enrichment,Systems biology,Benchmarks","Theodoros G.Soldatosa,NelsonPerdigãob,Nigel P.Brownc,Kenneth S.Sabird,Seán I.O’Donoghuede","Methods","https://doi.org/10.1016/j.ymeth.2014.07.004","https://www.sciencedirect.com/science/article/pii/S1046202314002412"
"A350","Towards content-oriented patent document processing: Intelligent patent analysis and summarization","In this article, we present an operational prototype of a workbench for intelligent patent document analysis and summarization that has been developed in the context of the R&D project TOPAS, partially funded by the European Commission. The workbench uses the GATE environment as infrastructure for document representation and algorithm integration. It contains, apart from several preprocessing tools, five modules for the individual aspects of patent analysis (entity recognition, lexical chain identification, invention composition derivation, segmentation, and claim – description alignment) and a module for patent summarization. The workbench, which has been tested in different application settings, can be used as a standalone engine or as component within a more global patent processing line. Most of its modules can be also used separately.","Entity recognition,Segmentation,Lexical chain identification,Claim description alignment,Summarization,TOPAS,Patent analysis,Document processing","SörenBrügmanna,NadjetBouayad-Aghab,AliciaBurgab,SergueiCarrascosac,AlbertoCiaramellad,MarcoCiaramellad,JoanCodina-Filbab,EnricEscorsac,AlexJudeae,SimonMilleb,AndreasMüllere,HoracioSaggionb,PatrickZieringe,HinrichSchützef,LeoWannergb","World Patent Information","https://doi.org/10.1016/j.wpi.2014.10.003","https://www.sciencedirect.com/science/article/pii/S0172219014001410"
"A351","Exploring technological opportunities by mining the gaps between science and technology: Microalgal biofuels","The interaction between scientific and technological knowledge facilitates exploration of new technological opportunities; however, gaps between them typically impede exploration of these opportunities. Scientific papers and technological patents record modern and advanced knowledge in scientific discovery and technological development; therefore, comparing their statuses can identify the gaps and explore potential technological opportunities. Because microalgal biofuels are a promising alternative energy resource devoid of territorial land use problems, this study applies text mining and an algorithm that can cluster objects of high-dimensional data to microalgal biofuel papers and patents, and explores their potential technological opportunities. The results demonstrate that a text-based clustering approach is appropriate for identifying scientific and technological applications for microalgal biofuels. The results indicate that microalgal photosynthesis and light utilization have abundant scientific outcomes for technological engineers to potentially apply. Technological opportunities exist in synthesis, harvesting, extraction, and lipid conversion. Scientific knowledge underlying biofuels accompanying high-value co-products of production require sustained exploration and reporting through research. These needs represent potential technological opportunities.","Science and technology,Technological opportunity,Text mining,Microalgae,Biofuel,High-dimensional data","Ming-YeuWanga,Shih-ChiehFangbc,Yu-HsuanChangd","Technological Forecasting and Social Change","https://doi.org/10.1016/j.techfore.2014.07.008","https://www.sciencedirect.com/science/article/pii/S0040162514002339"
"A352","A systematic literature review of studies on business process modeling quality","ContextBusiness process modeling is an essential part of understanding and redesigning the activities that a typical enterprise uses to achieve its business goals. The quality of a business process model has a significant impact on the development of any enterprise and IT support for that process.,ObjectiveSince the insights on what constitutes modeling quality are constantly evolving, it is unclear whether research on business process modeling quality already covers all major aspects of modeling quality. Therefore, the objective of this research is to determine the state of the art on business process modeling quality: What aspects of process modeling quality have been addressed until now and which gaps remain to be covered?,MethodWe performed a systematic literature review of peer reviewed articles as published between 2000 and August 2013 on business process modeling quality. To analyze the contributions of the papers we use the Formal Concept Analysis technique.,ResultsWe found 72 studies addressing quality aspects of business process models. These studies were classified into different dimensions: addressed model quality type, research goal, research method, and type of research result. Our findings suggest that there is no generally accepted framework of model quality types. Most research focuses on empirical and pragmatic quality aspects, specifically with respect to improving the understandability or readability of models. Among the various research methods, experimentation is the most popular one. The results from published research most often take the form of intangible knowledge.,ConclusionWe believe there is a lack of an encompassing and generally accepted definition of business process modeling quality. This evidences the need for the development of a broader quality framework capable of dealing with the different aspects of business process modeling quality. Different dimensions of business process quality and of the process of modeling still require further research.","Systematic literature review,Business process modeling,Modeling quality","IselMoreno-Montes de Ocaa,MoniqueSnoeckb,Hajo A.Reijersc,AbelRodríguez-Morffia","Information and Software Technology","https://doi.org/10.1016/j.infsof.2014.07.011","https://www.sciencedirect.com/science/article/pii/S0950584914001797"
"A353","Examining open-endedness of expectations in emerging technological fields: The case of cellulosic ethanol","The promises and visions arising from scientific discoveries, technological breakthroughs, and the emergence of technological fields are by nature uncertain and inaccurate. This paper suggests that a reasonable way to expose more accurately the conditions of incomplete knowledge, imperfect inference, and open-endedness surrounding emerging technological fields is to look at actors' shared expectations or common guiding images that function as scenarios. A rigorous theoretical framework and a methodological approach that exposes in a more accurate way foundations and generalizations underlying guiding images in emerging technological fields is developed. We undertake co-classification analysis of patent data, content analysis of patents, and analysis of firm communication in order to map, analytically distinguish generalizations, and judge (using domain experts) the foundations of competing guiding images in the emerging field of cellulosic bioethanol. We uncover two competing guiding images, an ‘expectation-based’ guiding image of ‘cellulose ethanol manufacturing’, and a more radical development, an ‘anticipation-based’ guiding image of ‘plant self-production’. Further, we identify a wild card, that of algae-based photosynthetic ethanol production. Together the exposure and the analysis of the foundations of two competing guiding images and a wild card in the field of cellulose ethanol provide previously unmatched substantiation of open-endedness of expectations in an emergent technological field.","Guiding image,Leitbild,Technological forecasting,Expectations,Anticipation,Generalizations","RobinGustafssonab,OsmoKuusicd,MartinMeyerefg","Technological Forecasting and Social Change","https://doi.org/10.1016/j.techfore.2014.02.008","https://www.sciencedirect.com/science/article/pii/S0040162514000572"
"A354","Academic foundations of hospitality management research with an emerging country focus: A citation and co-citation analysis","This study explores the academic foundations of hospitality management research within an emerging country using bibliometric analysis – citation and co-citation analysis. Turkey was chosen as a starting point to assess existing research within an emerging country framework because of the large impact of tourism and hospitality (T/H) on the economy and increasing amount of academic research in the field. A total of 76 hospitality management research articles from 1992 to 2013 were found in leading international T/H journals indexed by SSCI. Findings showed that over one-half of the research comes from publications engaging outside of the T/H field. Patterns emerged between T/H and management, marketing and psychology fields that indicated evolving maturity in the research. An intense dependency on supporting journals for substantiation existed and intra-disciplinary maturity was weak, but growing. Accordingly, referring to the findings related to the study, the article discusses limitations of the study and future steps.","Hospitality,Tourism,Bibliometric analysis,Citation,Co-citation,Turkey,Developing country","Mehmet AliKöseogluab,YasinSehitogluc,JanaCraftd","International Journal of Hospitality Management","https://doi.org/10.1016/j.ijhm.2014.12.004","https://www.sciencedirect.com/science/article/pii/S027843191400190X"
"A355","Analysis of Research Literature of Professional Competency Models with a Cognitive-motivational Approach","Prior studies determined the importance of study of professional competencies under eight approaches: 1)workplace; 2)behavioral theory; 3)business strategy; 4)holistic approach; 5)engineering and technological context; 6)higher education; 7)organizational psychology; and 8)cognitive and motivational approach. The aim to delve deeper the cognitive-motivational aspect is to determine the relationship between these aspects. Thereupon we use techniques of scientific domain analysis as scientific analysis of the patterns of co-occurrence and co-citation in the research literature indexed in Scopus, bibliographic records are analyzed for relating the theories of the most representative authors and key terms found grouped in clusters research to prove that An individual's learning is proportional to the motivation provided to him or her, which means that it is necessary to know the personal aspects of each individual in the formation of professional competencies. Other factors affected by motivation are goals and achievements.","scientific domain analysis,cognitive-motivational","Dante Arturo GuerreroChanduví,Gerson La RosaLama,Natalia DíazMorey","Procedia - Social and Behavioral Sciences","https://doi.org/10.1016/j.sbspro.2015.01.260","https://www.sciencedirect.com/science/article/pii/S1877042815002906"
"A356","Chapter 1: Document Informatics for Scientific Learning and Accelerated Discovery","This chapter presents a concept paper that describes methods to accelerate new materials discovery and optimization, by enabling faster recognition and use of important theoretical, computational, and experimental information aggregated from peer-reviewed and published materials-related scientific documents online. To obtain insights for the discovery of new materials and to study about existing materials, research and development scientists and engineers rely heavily on an ever-growing number of materials research publications, mostly available online, and that date back many decades. So, the major thrust of this concept paper is the use of technology to (i) extract “deep” meaning from a large corpus of relevant materials science documents; (ii) navigate, cluster, and present documents in a meaningful way; and (iii) evaluate and revise the materials-related query responses until the researchers are guided to their information destination. While the proposed methodology targets the interdisciplinary field of materials research, the tools to be developed can be generalized to enhance scientific discoveries and learning across a broad swathe of disciplines. The research will advance the machine-learning area of developing hierarchical, dynamic topic models to investigate trends in materials discovery over user-specified time periods. Also, the field of image-based document analysis will benefit tremendously from machine learning tools such as the use of deep belief networks for classification and text separation from document images. Developing an interactive visualization tool that can display modeling results from a large materials network perspective as well as a time-based perspective is an advancement in visualization studies.","Accelerated discovery,Digital document analysis,Probabilistic topic models,Scientific learning,Visualization","VenuGovindaraju*,IfeomaNwogu*,SrirangarajSetlur*","Handbook of Statistics","https://doi.org/10.1016/B978-0-444-63492-4.00001-0","https://www.sciencedirect.com/science/article/pii/B9780444634924000010"
"A357","Chapter 13: Literature Mining and Ontology Mapping Applied to Big Data","Discovering the network of associations and relationships among diseases, genes, and risk factors is critical in clinical and translational research. The goal of this study was to design a system that would enable strategic reading/filtering and reduce information overload, generate new hypotheses, bridge the knowledge gap, and develop “smart apps.” We present the implementation of a text analytic system, Adaptive Robust and Integrative Analysis for Finding Novel Associations (ARIANA). The system is context-specific, modular, and scalable and able to capture direct and indirect associations among 2,545 biomedical concepts. An easy-to-use Web interface was developed to query, interact, and visualize the results. Empirical studies showed that the system was able to find novel associations and generate new hypotheses. For instance, the system captured the association between the drug hexamethonium and pulmonary fibrosis, which in 2001 caused the tragic death of a healthy volunteer. The software is available with a properly executed end-user licensing agreement at http://www.ARIANAmed.org.","Adaptive,Associations,Biomedical,Interface,Novel,Semantic","VidaAbedi,MohammedYeasin,RaminZand","Application of Big Data for National Security,Application of Big Data for National Security","https://doi.org/10.1016/B978-0-12-801967-2.00013-6","https://www.sciencedirect.com/science/article/pii/B9780128019672000136"
"A358","Chapter 52: Epigenetics of Reproduction","The regulation of the genome outside of the context of the nucleotide sequence is referred to as epigenetics; it is both a stable and dynamic regulator of gene activity and function. Direct modifications of nucleotides via methylation and/or modifications to the histones in the surrounding chromatin constitute the realm of epigenetics markers, which are coordinated via enzymatic modifications. An additional level of transcriptional and translational regulation occurs via noncoding RNAs; many varieties of these are known (i.e., microRNA, piRNA, siRNA etc.) but are only beginning to be appreciated. The centrality of epigenetics to reproduction begins with the critical role of histone and DNA methylation in the early zygote and during formation of new germ cells in order to reset for the next generation, although the transgenerational persistence of some markers reveals the incompleteness of these processes. The silencing of one X chromosome in female mammalian cells and the imprinting of genes in order to control parent-of-origin allelic expression are primary examples of epigenetics in reproduction. More recently, an emphasis on epigenetic changes in the brain have emerged; these appear to be highly dynamic, impacted by steroids and responsive to environmental cues, including positive or adverse experience, toxins, and endocrine-disrupting compounds. The importance of epigenetics to the enduring effects of hormonally mediated sexual differentiation of the brain and behavior and the timing of puberty are emerging areas of interest. A review of current methodological practices is presented as a guide to further understanding in this rapidly changing field.","Acetylation,Bisulfite sequencing,Chromatin,Demethylation,Epigenetic,Histone,Imprinting,Maternal care,Methylation,Methyl-seq,Noncoding RNAs,Puberty,Sexual differentiation,Transgenerational inheritance,Transposon,X-inactivation","Margaret M.McCarthy,Emilie F.Rissman","Knobil and Neill's Physiology of Reproduction,Knobil and Neill's Physiology of Reproduction (Fourth Edition)","https://doi.org/10.1016/B978-0-12-397175-3.00052-1","https://www.sciencedirect.com/science/article/pii/B9780123971753000521"
"A359","1: Discourse domains and their role in knowledge production dissemination and organization","Domain analysis for knowledge organization is the embrace of techniques for discovering the knowledge base of specific communities, for the purpose of informing the science of the order of knowledge and its application in knowledge organization systems. Domain analysis has become a core paradigm within the knowledge organization community in the postmodern environment. The papers that now are seen as catalytical in knowledge organization came from Hjørland and Albrechtsen (1995), which suggested domain analysis as a new approach to information science; a follow-on article Hjørland and Albrechtsen, 1999 focused directly toward the knowledge organization community; Hjørland (2002), which lays out 11 formal techniques; and, a special 2003 issue of Knowledge Organization on domain analysis edited by Hjørland and Hartel. Tennis (2003) defines two axes for the functioning of domain analysis as a methodological paradigm for the discovery of transferable analytical ontology. Just as domain analysis for knowledge organization has incorporated many theoretical perspectives, so has it been demonstrated to be a multimethod paradigm. There are many ways to elicit a terminological or thematic knowledge base by using empirical techniques for documentary analysis or qualitative techniques for ethnographic observation of a domain. Critical theory, semiotics, and discourse analysis provide social and cultural approaches to understanding domain epistemological perspectives. Domain analysis is a multitheoretical, multimethods core paradigm in the science of knowledge organization.","Domain analysis,Knowledge organization,Ontology,Multimethods,Critical theory","Richard P.Smiraglia","Domain Analysis for Knowledge Organization,Domain Analysis for Knowledge Organization","https://doi.org/10.1016/B978-0-08-100150-9.00001-8","https://www.sciencedirect.com/science/article/pii/B9780081001509000018"
"A360","Visualization and quantitative study in bibliographic databases: A case in the field of university–industry cooperation","CiteSpace is a visual document analysis software, by which performances and trends of certain disciplines can be displayed for a given period. Moreover, the evolution of a frontier research can be explored by such software as well. This research focuses on the visualization and quantitative study in bibliographic databases by taking the university–industry collaboration studies as an example. Using the Web of Science (WOS), 587 publications and over 30,000 references were selected for analysis, which produced the following results: (1) Our method can clearly reveal the key elements of certain disciplines, such as the largest share of publications, the most frequently cited authors and journals in the university–industry cooperation research field; (2) The relationships among the frequently cited authors, references, journals and keywords can be explained visually in the university–industry cooperation research field; (3) Of special note is that the potential problems and evolutionary trends of certain research fields such as university–industry cooperation can also be ascertained via our method; (4) In general, according to the case study, our visualization and quantitative method evolved a new research framework to evaluate the performance of some research areas.","Bibliometrics,Visualizing,Quantitative,CiteSpace,University–industry collaboration","FengFenga,LeiyongZhanga,YunengDub,WeiguangWangc","Journal of Informetrics","https://doi.org/10.1016/j.joi.2014.11.009","https://www.sciencedirect.com/science/article/pii/S1751157714001114"
"A361","Visualizing information science: Author direct citation analysis in China and around the world","Author direct citation analysis (ADCA, also called inter-citation or cross citation) is a new feasible and applicable technique for exploring knowledge communication and discovering scientific structure. This study explored ADCA among prolific, highly cited, and core authors in information science in China and around the world. The results revealed the following. (1) The datasets in China and around the world cover overlapping, but also unique topics. Research subjects on information science around the world can be divided into three categories and 10 clusters; meanwhile, that in China can be divided into three categories and 9 clusters. Chinese scholars who are mostly involved in cross subjects and multi-fields are not as specialized and profound as foreign scholars. An obvious imbalance exists in the evolution of discipline structure around the world, indicating the necessity of a synchronous promotion of research specialty and cross comprehensiveness. Chinese scholars concentrate more on topics such as competitive intelligence, information resource management, and information retrieval, and they focus less on information security and user analysis. (2) Knowledge communication between active authors is stronger than the knowledge flow from highly influential authors to active authors around the world; meanwhile, Chinese researchers tend to adopt the knowledge of authoritative literature. The knowledge flow through bidirectional direct citation is related to mutual knowledge communication. Authoritative scholars are produced when prolific authors cite highly cited authors. The level of mutual recognition among Chinese scholars has not reached that among foreign scholars; in the former, less bidirectional flow of knowledge is involved, and unidirectional flow is limited to geographical proximity, cooperation, or teacher–student relationship. (3) In contrast to traditional author co-citation analysis (ACA), ADCA pays more attention to the mutual interaction among currently active scholars and to mainly showing the current research focus.","Author direct citation,Information science,Citation network,Visualization","SiluoYanga,FeifeiWangb","Journal of Informetrics","https://doi.org/10.1016/j.joi.2015.01.001","https://www.sciencedirect.com/science/article/pii/S1751157715000024"
"A362","Subject Index","","","","International Encyclopedia of the Social & Behavioral Sciences (Second Edition)","https://doi.org/10.1016/B978-0-08-097086-8.99039-1","https://www.sciencedirect.com/science/article/pii/B9780080970868990391"
"A363","Chapter 20: The Risk Management Professional","","Communicating,Consultants,Expert Witness,Litigation Support,PSM Professional,Report Writing,Risk Management Professional,Trade Secrets","IanSutton","Process Risk and Reliability Management,Process Risk and Reliability Management (Second Edition)","https://doi.org/10.1016/B978-0-12-801653-4.00020-5","https://www.sciencedirect.com/science/article/pii/B9780128016534000205"
"A364","Chapter 2: Myths about Learning","","70–20–10 rule,creativity,discovery learning,gender differences in mathematics,knowledge obsolescence,knowledge society,learning pyramid,learning style,memory,multiple intelligences,non-verbal communication,problem-based learning","PedroDe Bruyckere,Paul A.Kirschner,Casper D.Hulshof","Urban Myths about Learning and Education,Urban Myths about Learning and Education","https://doi.org/10.1016/B978-0-12-801537-7.00003-2","https://www.sciencedirect.com/science/article/pii/B9780128015377000032"
"A365","Chapter 12: Reference Databases for Disease Associations","","Sequence variation,ClinVar,dbGaP,dbSNP,dbVar,MedGen,phenotype,disease,pathogenicity,web sites,GWAS,ClinGen","Wendy S.Rubinstein1,Deanna M.Church2,Donna R.Maglott1","Clinical Genomics,Clinical Genomics","https://doi.org/10.1016/B978-0-12-404748-8.00012-5","https://www.sciencedirect.com/science/article/pii/B9780124047488000125"
"A366","Visualizing History for Qualitative Explanation of Valuable Events using Tangled String","In this paper, Tangled String, a method for visualizing sequential data is summarized and exemplified for log text of histories given as timeline lists. Valuable events are detected according to the results, on the assumption that the value of an event or an item in history means the essential impact on the past trend or on the future events that can be understood by qualitative explanation. According to the results, valuable events differ for different granularity in segmenting history into subsequences of events, corresponding to our intuitive sense of the impacts of events for human decisions and actions. This paper also aims to suggest evaluation criteria about the value of events and information in general, where their quality cannot be easily replaced by quantity. Humans’ thoughts should be involved in the process of quality evaluation, so a method such as Tangled String is desired to support this process and improve efficiency.","","YukioOhsawa,TeruakiHayashi","Procedia Computer Science","https://doi.org/10.1016/j.procs.2015.08.178","https://www.sciencedirect.com/science/article/pii/S1877050915023054"
"A367","4: Empirical techniques for visualizing domains","Domain analysis in knowledge organization involves extracting knowledge bases from functioning discourse communities. Many studies of domain analysis use a mixture of evidentiary approaches to extract or generate terminology and its ontological context. Empirical techniques are explained in this chapter, with a focus on demonstrating domain coherence—by demarcating group membership, focus, and function—and then on actual extraction of ontological content using citation analysis, coword analysis, author cocitation analysis, and network analysis. The techniques are in wide use in information science, so the focus here will be on their use for domain analysis in knowledge organization and on means of visualizing domain coherence. The techniques include citation analysis, coword analysis, author cocitation analysis, and network analysis.","Knowledge bases,Discourse communities,Evidentiary approaches,Ontological context","Richard P.Smiraglia","Domain Analysis for Knowledge Organization,Domain Analysis for Knowledge Organization","https://doi.org/10.1016/B978-0-08-100150-9.00004-3","https://www.sciencedirect.com/science/article/pii/B9780081001509000043"
"A368","2: Domain analysis as a methodological paradigm in knowledge organization","In domain analysis, the purpose is to reveal the contours of held knowledge, whether that be in the form of live discourse or recorded documentation, by analyzing the elements of specific communities who share a common ontology, or knowledge base. The objectives of domain analysis are to map and visualize the intellectual parameters of shared knowledge in a given community, such that results can be put to use in knowledge organization systems for the furtherance of the community’s own discourse and for its intellectual contributions at large. The evolution of empirical methods can be observed in the literature of the domain, which is found predominantly in the proceedings of international ISKO conferences and in the journal Knowledge Organization. Nearly a 100 studies have been conducted and reported in the domain’s formal literature and summarized here. The majority of analytical studies use empirical methods such as metric or terminological techniques, but large numbers of discourse analyses, genre analyses, and epistemological analyses also are attempted. Fewer critical studies and historical analyses have been generated but some are represented. A wide variety of domains has been analyzed in these studies. Approximately 50 domains have been studied 1–4, and 22 studies reported domain analysis of aspects of knowledge organization.","Held knowledge,Discourse,Recorded documentation,Common ontology,Knowledge bases","Richard P.Smiraglia","Domain Analysis for Knowledge Organization,Domain Analysis for Knowledge Organization","https://doi.org/10.1016/B978-0-08-100150-9.00002-X","https://www.sciencedirect.com/science/article/pii/B978008100150900002X"
"A369","Formal Methods of Cultural Analysis","Our focus is on methods of cultural analysis, and specifically on those methods that are formal in the sense that they rely upon the purposeful gathering (or simulating) of cultural data and a systematic analysis that involves at least some mathematically based technique. The meaning of culture is more complex, as scholars have understood cultural phenomena in very different ways across the decades and across the disciplines. These different goals in cultural analysis give rise to different types or styles of formal methods of cultural analysis. We briefly review the history of these methods in the social sciences and conclude with a description of some of the main arenas within which formal methods of cultural analysis are being deployed and actively developed today.","Analysis, relational analysis,Computational linguistics/Sociology/Humanities,Content analysis,Culture,Field theory,Formal methods,Hermeneutic/Nonhermeneutic,Meaning,Measurement,Natural language processing,Networks,Structuralist analysis of myths,Text coding,Topic models","John W.Mohr,CraigRawlings","International Encyclopedia of the Social & Behavioral Sciences (Second Edition)","https://doi.org/10.1016/B978-0-08-097086-8.10428-3","https://www.sciencedirect.com/science/article/pii/B9780080970868104283"
"A370","Chapter 9: Big Data Driven Natural Language Processing Research and Applications","Due to the inherent complexity of natural languages, many natural language tasks are ill-posed for mathematically precise algorithmic solutions. To circumvent this problem, statistical machine learning approaches are used for natural language processing (NLP) tasks. The emergence of Big Data enables a new paradigm for solving NLP problems—managing the complexity of the problem domain by harnessing the power of data for building high quality models.This chapter provides an introduction to various core NLP tasks and highlights their data-driven solutions. Second, a few representative NLP applications, which are built using the core NLP tasks as the underlying infrastructure, are described. Third, various sources of Big Data for NLP research are discussed. Fourth, Big Data driven NLP research and applications are outlined. Finally, the chapter concludes by indicating trends and future research directions.","Big data,Natural language processing,Statistical models","Venkat N.Gudivada*,DhanaRao†,Vijay V.Raghavan‡","Handbook of Statistics","https://doi.org/10.1016/B978-0-444-63492-4.00009-5","https://www.sciencedirect.com/science/article/pii/B9780444634924000095"
"A371","Chapter 3: Landscape as a Cartographic Icon","","Landscape and map,Landscape and perspective,Cartography and art,David Hockney,Perspective and semiotics of vision,Renaissance cartography,Cristoforo Sorte","EmanuelaCasti","Modern Cartography Series","https://doi.org/10.1016/B978-0-12-803509-2.00003-3","https://www.sciencedirect.com/science/article/pii/B9780128035092000033"
"A372","Visualization of co-readership patterns from an online reference management system","In this paper, we analyze the adequacy and applicability of readership statistics recorded in social reference management systems for creating knowledge domain visualizations. First, we investigate the distribution of subject areas in user libraries of educational technology researchers on Mendeley. The results show that around 69% of the publications in an average user library can be attributed to a single subject area. Then, we use co-readership patterns to map the field of educational technology. The resulting visualization prototype, based on the most read publications in this field on Mendeley, reveals 13 topic areas of educational technology research. The visualization is a recent representation of the field: 80% of the publications included were published within ten years of data collection. The characteristics of the readers, however, introduce certain biases to the visualization. Knowledge domain visualizations based on readership statistics are therefore multifaceted and timely, but it is important that the characteristics of the underlying sample are made transparent.","Relational scientometrics,Topical distribution,Knowledge domain visualization,Mapping,Altmetrics,Readership statistics","PeterKrakera,ChristianSchlöglb,KrisJackc,StefanieLindstaedta","Journal of Informetrics","https://doi.org/10.1016/j.joi.2014.12.003","https://www.sciencedirect.com/science/article/pii/S1751157714001151"
